Title,Rating,Reviews,Phone,WhatsApp,Instagram,Facebook,Industry,Address,Website,Image,Amenities,Pitch,Latitude,Longitude,Google Maps Link,Source Query,City
"Lungga Coworking, Coliving & Cafe",5.0,(31),09173149162,https://wa.me/09173149162,https://www.instagram.com/lunggasiargao,https://www.facebook.com/lunggasiargao,Coworking space,"Libertad, General Luna, 8419 Surigao del Norte",http://lungga.ph/,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6fenP4tY7PmtD2puv4fstaUJhDCyynPj1GDT9djlHi6QF52LLiMbD7oUi9pouAzO1vauZwiEQwaSXN9s_O_7GNrq7ECiS3NaH2mfuW6bZrzZcKbSLFmW8O7bN45IQhsYXJRPjM2q2oRtv=w2048-h1536-k-no,"Free Wi-Fi, Breakfast, Air-conditioned, Pool, Fitness center, Free parking, Airport shuttle, Pet-friendly, Restaurant",,9.8317121,126.1336402,"https://www.google.com/maps/place/Lungga+Coworking,+Coliving+%26+Cafe/data=!4m11!3m10!1s0x330409cca3f87847:0xfc794b8b3611c392!5m3!1s2026-10-31!4m1!1i2!8m2!3d9.8317121!4d126.1336402!16s%2Fg%2F11zjmpv3kf!19sChIJR3j4o8wJBDMRksMRNotLefw?authuser=0&hl=en&rclk=1","coworking space in Cloud 9, Siargao & Surigao, Philippines",Cloud 9
7-Eleven ST3982 Diatagon,4.8,(5),,,,https://www.facebook.com/groups,Convenience store,"M4GQ+W98, Diatagon, Lianga, Surigao del Sur",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGiAhXSyc-oxKTIbgVRLlXfBi8IQjlb-hO32lXs4YeT-BseGZxdnugT8Nr9-eRj9tF5g8tbGuBtuY0bE8WXVJPawVlF2YddQ0Kg2-ImGamhD618vrVsgI1WzVl2pyx2eUCaYbcP=w2048-h1536-k-no,"Wheelchair accessible, Wheelchair accessible entrance, Accessible",,8.6772902,126.138451,https://www.google.com/maps/place/7-Eleven+ST3982+Diatagon/data=!4m7!3m6!1s0x330209e1afc8dd23:0x63c193aca1cdca6c!8m2!3d8.6772902!4d126.138451!16s%2Fg%2F11kqsxk_qk!19sChIJI93Ir-EJAjMRbMrNoayTwWM?authuser=0&hl=en&rclk=1,"convenience store in Enchanted River, Siargao & Surigao, Philippines",Enchanted River
Euronet ATM,5.0,(1),,,,,ATM  Big,9 Hostel,https://www.euronetatms.ph/,,,,9.7856796,126.1610198,https://www.google.com/maps/place/Euronet+ATM/data=!4m7!3m6!1s0x3303f7482df41f61:0x51a942549f96d4ed!8m2!3d9.7856796!4d126.1610198!16s%2Fg%2F11yjh2lmz0!19sChIJYR_0LUj3AzMR7dSWn1RCqVE?authuser=0&hl=en&rclk=1,"atm in General Luna, Siargao & Surigao, Philippines",General Luna
Euronet ATM,4.0,(1),,,,,ATM  Torres' Residence Brgy 3 Tourism Road General LunaOpen,,https://www.euronetatms.ph/,,,,9.784949,126.159656,https://www.google.com/maps/place/Euronet+ATM/data=!4m7!3m6!1s0x3303f773bd853cf5:0x1a35551f340b03eb!8m2!3d9.784949!4d126.159656!16s%2Fg%2F11xt00l567!19sChIJ9TyFvXP3AzMR6wMLNB9VNRo?authuser=0&hl=en&rclk=1,"atm in General Luna, Siargao & Surigao, Philippines",General Luna
GoTyme Bank Kiosk POPS District Building Wodd Coffee Shop Siargao,5.0,(2),,,,,Bank  Cloud,9 Dr,https://www.gotyme.com.ph/?utm_source=google_business_profile&utm_medium=organic&utm_campaign=gbp&utm_content=view_website,,,,9.8123706,126.1635016,https://www.google.com/maps/place/GoTyme+Bank+Kiosk+POPS+District+Building+Wodd+Coffee+Shop+Siargao/data=!4m7!3m6!1s0x3304093048c8e039:0xd6911cf2eefb43eb!8m2!3d9.8123706!4d126.1635016!16s%2Fg%2F11yb6jhs5m!19sChIJOeDISDAJBDMR60P77vIckdY?authuser=0&hl=en&rclk=1,"atm in General Luna, Siargao & Surigao, Philippines",General Luna
Guiral store,4.6,(9),906 380 0615,https://wa.me/9063800615,,,StoreOpen  Closes 12 AM,0906 380 0615,,,,,9.8095723,126.1595784,https://www.google.com/maps/place/Guiral+store/data=!4m7!3m6!1s0x330409e8ea1ea7cd:0xde24b182b26d10f8!8m2!3d9.8095723!4d126.1595784!16s%2Fg%2F11vprqvtx3!19sChIJzace6ugJBDMR-BBtsoKxJN4?authuser=0&hl=en&rclk=1,"convenience store in General Luna, Siargao & Surigao, Philippines",General Luna
Euronet ATM,5.0,(1),,,,,ATM  Forcadilla Residence Brgy StaFeOpen,,https://www.euronetatms.ph/,,,,9.8403787,126.1388716,https://www.google.com/maps/place/Euronet+ATM/data=!4m7!3m6!1s0x33040990b6641fbb:0x65c3d09f247f5bc!8m2!3d9.8403787!4d126.1388716!16s%2Fg%2F11xt0nqc7c!19sChIJux9ktpAJBDMRvPVH8gk9XAY?authuser=0&hl=en&rclk=1,"atm in General Luna, Siargao & Surigao, Philippines",General Luna
GoldenBell Motorbike Rental - Siargao,5.0,(866),945 615 5438,https://wa.me/9456155438,,,Motorcycle rental agency  Tourism RdClosed  Opens 7:30 AM,0945 615 5438,https://goldenbellsiargao.com/,,,,9.7859572,126.1616636,https://www.google.com/maps/place/GoldenBell+Motorbike+Rental+-+Siargao/data=!4m7!3m6!1s0x3303f7002840556b:0x2bc08e6d848fbdd6!8m2!3d9.7859572!4d126.1616636!16s%2Fg%2F11vy_8g9tf!19sChIJa1VAKAD3AzMR1r2PhG2OwCs?authuser=0&hl=en&rclk=1,"scooter rental in General Luna, Siargao & Surigao, Philippines",General Luna
Mlhullier Pawnshop,3.5,(20),,,,,,,,,,,9.7845245,126.1561852,https://www.google.com/maps/place/Mlhullier+Pawnshop/data=!4m7!3m6!1s0x3303f6164173db97:0xa174244a79ed1a59!8m2!3d9.7845245!4d126.1561852!16s%2Fg%2F11dyx9vkrh!19sChIJl9tzQRb2AzMRWRrteUokdKE?authuser=0&hl=en&rclk=1,"currency exchange in General Luna, Siargao & Surigao, Philippines",General Luna
M Lhuillier - General Luna,5.0,(1),947 999 0337,https://wa.me/9479990337,,,Financial institution  Q5M4+RFClosed  Opens 7:30 AM,0947 999 0337,https://mlhuillier.com/,,,,9.7844631,126.1562083,https://www.google.com/maps/place/M+Lhuillier+-+General+Luna/data=!4m7!3m6!1s0x3303f70f6cf6ab13:0xd4406c6d723bc57d!8m2!3d9.7844631!4d126.1562083!16s%2Fg%2F11msjs8f41!19sChIJE6v2bA_3AzMRfcU7cm1sQNQ?authuser=0&hl=en&rclk=1,"currency exchange in General Luna, Siargao & Surigao, Philippines",General Luna
Arugao Wellness and Spa Siargao,4.3,(86),915 649 6527,https://wa.me/9156496527,,,Spa  Tourism RdClosed  Opens 1 PM,0915 649 6527,https://arugaoservices.my.canva.site/menu-board,,,,9.7909514,126.1616883,https://www.google.com/maps/place/Arugao+Wellness+and+Spa+Siargao/data=!4m7!3m6!1s0x3303f7d20316cc0f:0xe24d13e140feea83!8m2!3d9.7909514!4d126.1616883!16s%2Fg%2F11l6c8hwdx!19sChIJD8wWA9L3AzMRg-r-QOETTeI?authuser=0&hl=en&rclk=1,"massage spa in General Luna, Siargao & Surigao, Philippines",General Luna
Lola's Rentals,5.0,(525),969 444 3413,https://wa.me/9694443413,,,Scooter rental service  Lola's Rentals Tourism RdClosed  Opens 9 AM,0969 444 3413,http://lolasrentals.com/,,,,9.7991596,126.15772,https://www.google.com/maps/place/Lola%27s+Rentals/data=!4m7!3m6!1s0x3304090069d4cb4d:0x48a08e679185497b!8m2!3d9.7991596!4d126.15772!16s%2Fg%2F11s9j9p_nv!19sChIJTcvUaQAJBDMRe0mFkWeOoEg?authuser=0&hl=en&rclk=1,"scooter rental in General Luna, Siargao & Surigao, Philippines",General Luna
Hibiscus Spa Siargao,4.6,(90),962 988 0364,https://wa.me/9629880364,,,Massage spa  Purok,3 Tourism Rd,,,,,9.7875367,126.1627867,https://www.google.com/maps/place/Hibiscus+Spa+Siargao/data=!4m7!3m6!1s0x3303f7a96b51a8cf:0x4abe56589a43ff78!8m2!3d9.7875367!4d126.1627867!16s%2Fg%2F11w_fvr39n!19sChIJz6hRa6n3AzMReP9DmlhWvko?authuser=0&hl=en&rclk=1,"massage spa in General Luna, Siargao & Surigao, Philippines",General Luna
Siargao 24/7 Telemedicine Clinic,5.0,(1),09958178701,https://wa.me/09958178701,https://www.instagram.com/rayaclinicsiargao,https://www.facebook.com/clinicsiargao,Medical clinic,"Q5P4+48, General Luna, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNkrNtzB_j40TnxGvq9vE-Pt-rvYDKGrpOzUkfWXgO7o4apPVmU8YTaWUdoevwOFUWp8ap63Amc03xyJUO2Z-hfbCARP2KKnIao7eY6Vp3M5ZeZIloPQVmbgEs6cLe3ZyqTlDVXxqo4XyF=w2048-h1536-k-no,,,9.7853125,126.1558125,https://www.google.com/maps/place/Siargao+24%2F7+Telemedicine+Clinic/data=!4m7!3m6!1s0x3303f57786699fa3:0xc6f67598c12c747!8m2!3d9.7853125!4d126.1558125!16s%2Fg%2F11msws5h89!19sChIJo59phnf1AzMRR8cSjFlnbww?authuser=0&hl=en&rclk=1,"medical clinic in General Luna, Siargao & Surigao, Philippines",General Luna
General Luna Rural Health Unit,4.0,(4),,,,https://www.facebook.com/profile.php,Medical Center,"Q5J4+MQ3 Siargao Island, General Luna, Lalawigan ng Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH9v3ck0pkhfeiYNrpplc-41krFE263qMZ8EtWRmZHY1hlm3c7luIIjea32QDsxxYJICmR7Z5mtfI9JnfgHDoXYrUhCW2_4Rlrtwlf2pF2XxWI4ek1i_sKL4veGLOwnEpDfvLjDgfkc_y0=w2048-h1536-k-no,"Wheelchair accessible, Wheelchair accessible entrance, Accessible",,9.7816281,126.1569285,https://www.google.com/maps/place/General+Luna+Rural+Health+Unit/data=!4m7!3m6!1s0x3303f6144ca4329d:0x9ae68d44a3150507!8m2!3d9.7816281!4d126.1569285!16s%2Fg%2F1tc_65zk!19sChIJnTKkTBT2AzMRBwUVo0SN5po?authuser=0&hl=en&rclk=1,"medical clinic in General Luna, Siargao & Surigao, Philippines",General Luna
General Luna Primary Care Facility,5.0,(1),09810674732,https://wa.me/09810674732,,https://www.facebook.com/people,Community health center,"Q5R4+QFF, Tourism Rd, General Luna, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZY7PCz_75oDcE9pJ32N0E1uyVIZK9esakWPq9pzxVVsrGNwu1w-9ENJVba6qopJG4-sMzmeM4yDwka7gsSUmiKyuwZgihp8f05ffTyuo7ut267bK7GtK2-t4N--lklr6Jxu4h3fcfDSa2=w2048-h1536-k-no,,,9.7919543,126.1561028,https://www.google.com/maps/place/General+Luna+Primary+Care+Facility/data=!4m7!3m6!1s0x3303f70048bbd46b:0x70b59c9c4776c910!8m2!3d9.7919543!4d126.1561028!16s%2Fg%2F11x5pmwvz1!19sChIJa9S7SAD3AzMREMl2R5yctXA?authuser=0&hl=en&rclk=1,"medical clinic in General Luna, Siargao & Surigao, Philippines",General Luna
Rabies Buster - Animal Bite Center Clinic (Siargao Island Branch),5.0,(7),09089872615,https://wa.me/09089872615,https://www.instagram.com/rabiesbuster.animalbite.center,https://www.facebook.com/rbabcgeneralluna,Medical clinic,"G/F Unit 106-107, Brgy, General Luna, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8yg0MFit1_wpdBo3vR1TPvxAxzNJjieX4G207pGyoUDq0NQ608tpr_NcHYkGcPZWRV9IuHkJajv5Bj4sBvDGxE4L16jNLu-q3UzYPpwbSU7gTbmrCmIeIc5PUk_jiTzHLQNRkTPzoaZAV=w2048-h1536-k-no,,,9.8118628,126.1632119,https://www.google.com/maps/place/Rabies+Buster+-+Animal+Bite+Center+Clinic+%28Siargao+Island+Branch%29/data=!4m7!3m6!1s0x33040900391244a5:0x2288aa141c0f69a0!8m2!3d9.8118628!4d126.1632119!16s%2Fg%2F11ym8xzjg1!19sChIJpUQSOQAJBDMRoGkPHBSqiCI?authuser=0&hl=en&rclk=1,"medical clinic in General Luna, Siargao & Surigao, Philippines",General Luna
Recovery Current,5.0,(10),09751540770,https://wa.me/09751540770,,https://www.facebook.com/UNLTDSiargao,Physical therapy clinic,"Tourism Rd, Brgy. Catangnan, General Luna, 8419 Surigao del Norte",https://recoverycurrent27.wixsite.com/recovery-current,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGw9qOqabX5-xmRknuO32GUK6htsmgZOM7SW8gsNSFwtTck_SFc2gyqzsJSuRntOC89mvz8nTHmayLuvMV0y-Ye3e7ED_IXnJPslo30cSi75q7adi1ivF15nDH3LOdbeAo6xK-4G29-nKMu=w2048-h1536-k-no,Gym,,9.7962276,126.1602883,https://www.google.com/maps/place/Recovery+Current/data=!4m7!3m6!1s0x3304090392ffc355:0x5ed39a971b007dfe!8m2!3d9.7962276!4d126.1602883!16s%2Fg%2F11z15r5q3c!19sChIJVcP_kgMJBDMR_n0AG5ea014?authuser=0&hl=en&rclk=1,"medical clinic in General Luna, Siargao & Surigao, Philippines",General Luna
PEOPLE'S DRUGSTORE,4.0,(4),,,,https://www.facebook.com/people,Pharmacy,"Q5M4+FGP, Dapa, General Luna, Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBUowPfO7rMhS02eNHskkNDRLwap_YBGq0VQzoegsa7VfyALT0gQvqFxkhaCRyhVUTdfk2r_0gN5A361x8xDyKnibPRdZ-JLZYrk8igbijno_aGMLvevd3bhvaG0bRbOPrvxgN=w2048-h1536-k-no,,,9.7837122,126.1563293,https://www.google.com/maps/place/PEOPLE%27S+DRUGSTORE/data=!4m7!3m6!1s0x3303f6166e23a93d:0x27a916af0d40cdf9!8m2!3d9.7837122!4d126.1563293!16s%2Fg%2F11wj6fcxvz!19sChIJPakjbhb2AzMR-c1ADa8WqSc?authuser=0&hl=en&rclk=1,"pharmacy in General Luna, Siargao & Surigao, Philippines",General Luna
LIFECHECK PHARMA,3.9,(9),09104355155,https://wa.me/09104355155,https://www.instagram.com/lifecheck.g,https://www.facebook.com/profile.php,Pharmacy,"Pob. 2, General Luna, Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE2pKDi4ZvQ6sQJBnv92TLuoTvDUH9cCxHux_Qo7DOXWidjKX0fGVJnFsaAuBgFdlRQHNNupIvZ1IwsGpJpSOmXZmY7H7HoFkS7sXsCyXGqH-5znycDNoU2wmCH5c_ghMe-REnH=w2048-h1536-k-no,,,9.7832832,126.1553571,https://www.google.com/maps/place/LIFECHECK+PHARMA/data=!4m7!3m6!1s0x3303f70025e3a4b5:0x5e0a83cd64e198c2!8m2!3d9.7832832!4d126.1553571!16s%2Fg%2F11w3qp0n6y!19sChIJtaTjJQD3AzMRwpjhZM2DCl4?authuser=0&hl=en&rclk=1,"pharmacy in General Luna, Siargao & Surigao, Philippines",General Luna
TGP The Generics Pharmacy (General Luna),4.0,(6),09188118227,https://wa.me/09188118227,,https://www.facebook.com/100064662130701,Pharmacy,"JFC COMMERCIAL CENTER, Poblacion I (Purok I), General Luna, 8419 Surigao del Norte",http://www.tgp.com.ph/,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBUowPfO7rMhS02eNHskkNDRLwap_YBGq0VQzoegsa7VfyALT0gQvqFxkhaCRyhVUTdfk2r_0gN5A361x8xDyKnibPRdZ-JLZYrk8igbijno_aGMLvevd3bhvaG0bRbOPrvxgN=w2048-h1536-k-no,,,9.7848935,126.1559904,https://www.google.com/maps/place/TGP+The+Generics+Pharmacy+%28General+Luna%29/data=!4m7!3m6!1s0x3303f7cf38b6a715:0x1032f17174404ea0!8m2!3d9.7848935!4d126.1559904!16s%2Fg%2F11j96sqkpy!19sChIJFae2OM_3AzMRoE5AdHHxMhA?authuser=0&hl=en&rclk=1,"pharmacy in General Luna, Siargao & Surigao, Philippines",General Luna
MASSAGE CARE SPA-Siargao,5.0,(24),09762871466,https://wa.me/09762871466,,https://www.facebook.com/100085780175025,Massage spa,"San Roque - Sabang, Purok 3, General Luna, Surigao del Norte",,https://lh3.googleusercontent.com/grass-cs/ANxoTn36BsUzPeJZCHftqN-DyVCe92p0t99g-_uo1jmaJsv7pCRGZPonYe95tP4siu_iDD4aFOMe_GXnYFpEitCKjjcb_HEJ0dDH9Cn7sJfIaVXtexg5RUqOyyPQS3dQucL4kpHOgwJtgI8ycmm4=w2048-h1536-k-no,Spa,,9.7837075,126.1577118,https://www.google.com/maps/place/MASSAGE+CARE+SPA-Siargao/data=!4m7!3m6!1s0x3301316ae8574885:0x5ecd7b2e23cb55c6!8m2!3d9.7837075!4d126.1577118!16s%2Fg%2F11zjmck1nm!19sChIJhUhX6GoxATMRxlXLIy57zV4?authuser=0&hl=en&rclk=1,"massage spa in General Luna, Siargao & Surigao, Philippines",General Luna
OM Spa and Wellness,5.0,(44),09070698092,https://wa.me/09070698092,,https://www.facebook.com/61555866096896,Massage spa,"OM Home, Tourism Rd, Catangnan, General Luna, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEelnTvpuJ9mFsJQbvNRdOG2S3PleKMM8o4N8Z5HpHkcK9s0ZRdouS8z2E3eBqeocOj2TWLZndJ4mdKMPqbBcajeVNFnjfFJ4Txo9-yvSlwiFhwBkEOmX51QCAnfUxv1H_f2AZVfIIRYTu3=w2048-h1536-k-no,Spa,,9.7999854,126.1600448,https://www.google.com/maps/place/OM+Spa+and+Wellness/data=!4m7!3m6!1s0x330409c35f57ddff:0xa6d3a764bc5394e!8m2!3d9.7999854!4d126.1600448!16s%2Fg%2F11z38yrst8!19sChIJ_91XX8MJBDMRTjnFS3Y6bQo?authuser=0&hl=en&rclk=1,"massage spa in General Luna, Siargao & Surigao, Philippines",General Luna
Celestia Spa and Aesthetics,4.9,(71),,,https://www.instagram.com/celestia.siargao/,https://www.facebook.com/61582022487388,Spa,"Q5P4+7H3 Lot No. 1761 General Luna Siargao Poblacion V (Purok V, Surigao del Norte",https://celestiaspa.ph/,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGy53fbCB8SPy5Ypp0HPPMiPgH3tBCw3Gi6oVRlvlrvDmeBzxc_3heoQg1JTz30ZW6q9DgI8TbONznNl0poZpuiWUfTsvdIj60pnv7GmveX7qvm-OJYBFezP75TxhWu40Nuf5GUygklYFHp=w2048-h1536-k-no,Spa,,9.7855633,126.1563797,https://www.google.com/maps/place/Celestia+Spa+and+Aesthetics/data=!4m7!3m6!1s0x3303f7949de92977:0xb6853d23c92bdd3c!8m2!3d9.7855633!4d126.1563797!16s%2Fg%2F11yyf8pymc!19sChIJdynpnZT3AzMRPN0rySM9hbY?authuser=0&hl=en&rclk=1,"massage spa in General Luna, Siargao & Surigao, Philippines",General Luna
Nemil Massage - Siargao,4.8,(43),09951184613,https://wa.me/09951184613,,https://www.facebook.com/nemilmassagespa17,Massage spa,"Across Strangers Inn Pangdan, General Luna, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEQYe5ozAYmW1RItFHEG_gokbD63ykx4FLYcxPqc_XRPuyfS1AEqoTMPFsgRsX32OyCKhhP-I-jgC_Z2-ICuqSfTg9P0UK3gFIdH93tKAy-MmVqJLk7IFsOWTSOpNIWZzKMuRj1zFVgj4yU=w2048-h1536-k-no,Spa,,9.7857443,126.1587165,https://www.google.com/maps/place/Nemil+Massage+-+Siargao/data=!4m7!3m6!1s0x3304090035436b37:0x922a9a5c055bc0c1!8m2!3d9.7857443!4d126.1587165!16s%2Fg%2F11h0t5r2h3!19sChIJN2tDNQAJBDMRwcBbBVyaKpI?authuser=0&hl=en&rclk=1,"massage spa in General Luna, Siargao & Surigao, Philippines",General Luna
Reefresh Spa - Siargao,4.6,(63),09568411485,https://wa.me/09568411485,https://www.instagram.com/reefreshspa.siargao,https://www.facebook.com/p,Massage spa,"Tourism Rd, General Luna, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWO_38Im1rtt7gaECsKm_uZSqYQQjAyQHV5lPnKzkU_J4Ci6hBydyWX--hj_HuFbRSySNwn6Kj6q5DxyYrNkO-xNa5NIZSLpLeOxNkRAkPZkewEiZUSTEf2j0FAZpwk8gQi1569khXhOg=w2048-h1536-k-no,Spa,,9.7881184,126.1622767,https://www.google.com/maps/place/Reefresh+Spa+-+Siargao/data=!4m7!3m6!1s0x3303f794a4effe21:0x59389470742acc20!8m2!3d9.7881184!4d126.1622767!16s%2Fg%2F11mdmkt_bx!19sChIJIf7vpJT3AzMRIMwqdHCUOFk?authuser=0&hl=en&rclk=1,"massage spa in General Luna, Siargao & Surigao, Philippines",General Luna
LORS Waxing & Massage Services,5.0,(27),09549874505,https://wa.me/09549874505,,https://www.facebook.com/Lors-waxing-and-massage-services-103535704807100,Spa,"R546+W2Q, General Luna, Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGHllRZ9-iwjit-CJfA1GI3XUFyFYHseiJPATDd1rQ3fHYB9Ty_HfRO7HqQGcLJYPwsmR3JH3u6GBL91heyPjPmdl3c6TRjGNy-bzHF3_sTHblAFKPxzKNG1P2jY9qmEFiSbE4AfdRfY906=w2048-h1536-k-no,,,9.8073344,126.160124,https://www.google.com/maps/place/LORS+Waxing+%26+Massage+Services/data=!4m7!3m6!1s0x330409003c1d13f9:0xbc3451134532bacb!8m2!3d9.8073344!4d126.160124!16s%2Fg%2F11n4f9hh3h!19sChIJ-RMdPAAJBDMRy7oyRRNRNLw?authuser=0&hl=en&rclk=1,"massage spa in General Luna, Siargao & Surigao, Philippines",General Luna
MALINAWON SPA,3.9,(25),09178267518,https://wa.me/09178267518,,https://www.facebook.com/malinawonspasiargao,Spa,"Tourism Rd, poblacion 3, General Luna, Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxcKtFRg0oU1YM6GSULlmhPWoAtxHj9RMeR5Xw6lFzjZNGDcGbnqSlG8WCtKw9NOIlwWlnri85JNdFbaRPkBHsEdZdGpxaSXUmnyOset73w_oC2oNdTURJnFjFRDCiBi6wKOBr16mNVM75=w2048-h1536-k-no,Spa,,9.785049,126.1600843,https://www.google.com/maps/place/MALINAWON+SPA/data=!4m7!3m6!1s0x3303f7e29d2cb3f7:0x89e27f4ba27eb7d3!8m2!3d9.785049!4d126.1600843!16s%2Fg%2F11h53047wr!19sChIJ97MsneL3AzMR07d-okt_4ok?authuser=0&hl=en&rclk=1,"massage spa in General Luna, Siargao & Surigao, Philippines",General Luna
Sirenity Body Massage Spa,4.6,(8),09977582280,https://wa.me/09977582280,,https://www.facebook.com/people,Spa,"Tourism Rd, General Luna, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHAyDMhF2y2Vhl1S1_mX-ZW9shNecTuH-p3KUVtPONMu7tbGCwJ0Hs30x68wmAeVRNtdRCWj156y9F6SCskyK_PKCgPF7UAsawvTEtS7hC7cSawS5a7rx76ZPEuaLDaLJYMtSCdNctUcmUC=w2048-h1536-k-no,Spa,,9.7885664,126.1621891,https://www.google.com/maps/place/Sirenity+Body+Massage+Spa/data=!4m7!3m6!1s0x3303f7935a5e25d7:0x12f2641a47fbc7ac!8m2!3d9.7885664!4d126.1621891!16s%2Fg%2F11mz1hs144!19sChIJ1yVeWpP3AzMRrMf7Rxpk8hI?authuser=0&hl=en&rclk=1,"massage spa in General Luna, Siargao & Surigao, Philippines",General Luna
Isla Masahista Siargao (Home/hotel service massage only),4.7,(6),09355139862,https://wa.me/09355139862,https://www.instagram.com/islanaturasiargao,https://www.facebook.com/people,Spa and health club,"None, Purok 2 general luna, Surigao city, 8420 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6E5PzBq8fkgrOtdHdcMczZ1iyz9r4KFRXB9RJsFv8LEiroZ0-oL2Dac9BnRWJuFswGXG9FeqFno9dmSQs2rqjyBZ5Z_1NvJQYj8To8a4CpvPa0bZ4WaG8btDE5wLrwsBZsoqivzy8-dE=w2048-h1536-k-no,,,9.7828216,126.1543364,https://www.google.com/maps/place/Isla+Masahista+Siargao+%28Home%2Fhotel+service+massage+only%29/data=!4m7!3m6!1s0x3303f772794b4e01:0xd4bc95ad25d96b59!8m2!3d9.7828216!4d126.1543364!16s%2Fg%2F11mymmxrq7!19sChIJAU5LeXL3AzMRWWvZJa2VvNQ?authuser=0&hl=en&rclk=1,"massage spa in General Luna, Siargao & Surigao, Philippines",General Luna
I Love Massage Services,5.0,(55),09105747349,https://wa.me/09105747349,,https://www.facebook.com/profile.php,Massage spa,"Q5M3+29H, Tourism Rd, General Luna, Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF77yB6gbCtwT5Bkq_JiREgRbYz29lCF3rYTXRNJvF9KP-zxu3MTPVz9d1IXJrfOV81WSLoRhoKCdUuDXF82UWDKikeq9IVr5YYxtIFiAG6Cuh_F7WD01L-SMcYLLYkVIHPgKfWO3dtR-0=w2048-h1536-k-no,,,9.7827374,126.1532345,https://www.google.com/maps/place/I+Love+Massage+Services/data=!4m7!3m6!1s0x3303f7007b9f0529:0x3cb8e13299c98cb1!8m2!3d9.7827374!4d126.1532345!16s%2Fg%2F11xmf5xlf4!19sChIJKQWfewD3AzMRsYzJmTLhuDw?authuser=0&hl=en&rclk=1,"massage spa in General Luna, Siargao & Surigao, Philippines",General Luna
BODY VIBE SPA,5.0,(2),09560631412,https://wa.me/09560631412,,https://www.facebook.com/share,Spa and health club,"PUROK 5 8419, General Luna, 8419 Surigao del Norte",https://www.facebook.com/share/19yxjbqWZw/?mibextid=wwXIfr,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0tIj7pNNtMCZTrxwq8uZ4FJrpzrubgdVvwlJDHF3EUVqT2vMwtFQKq1tbqRj_6sw1ACmIgoQVZU7iQp8i0fpMgPODFf-M_ewpxbhyJwoBKFMj1QoQmnxMHUjCsPUfKl0_5YXVOmpTdB-V=w2048-h1536-k-no,Spa,,9.7854099,126.1560184,https://www.google.com/maps/place/BODY+VIBE+SPA/data=!4m7!3m6!1s0x3303f700149fa927:0xd3314cfed0ae00de!8m2!3d9.7854099!4d126.1560184!16s%2Fg%2F11m6mwgc46!19sChIJJ6mfFAD3AzMR3gCu0P5MMdM?authuser=0&hl=en&rclk=1,"massage spa in General Luna, Siargao & Surigao, Philippines",General Luna
Tropics Beauty Lounge & Spa,4.3,(228),09859689919,https://wa.me/09859689919,https://www.instagram.com/tropicsbeautyloungeandspa,https://www.facebook.com/people,Spa,"Tourism Rd, Siargao, 8419 Surigao del Norte",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCPtUYrKfdp8FWZeSUPQGeVx40OSDwASrl-d2DwNZILgYbGGt9Vo-CSFPRUXR2B3QJkKYUFijoCXYdAqbCHecUWaHDCGf8pFw4ntRO6rZLsQ4jvBD1za0lwQ2Hvx8v3fO6SeAp5ExdJd8=w2048-h1536-k-no,Spa,,9.7842032,126.157874,https://www.google.com/maps/place/Tropics+Beauty+Lounge+%26+Spa/data=!4m7!3m6!1s0x3303f70956e38f9f:0x2450df0746e6796d!8m2!3d9.7842032!4d126.157874!16s%2Fg%2F11sv0mvw_g!19sChIJn4_jVgn3AzMRbXnmRgffUCQ?authuser=0&hl=en&rclk=1,"massage spa in General Luna, Siargao & Surigao, Philippines",General Luna
